state,district,date,sex,age,ethnicity,population
Negeri Sembilan,Jelebu,2024-01-01,overall,overall,overall,48.7
Negeri Sembilan,Jelebu,2024-01-01,overall,0-4,overall,2.9
Negeri Sembilan,Jelebu,2024-01-01,overall,5-9,overall,4.7
Negeri Sembilan,Jelebu,2024-01-01,overall,10-14,overall,5.4
Negeri Sembilan,Jelebu,2024-01-01,overall,15-19,overall,4.3
Negeri Sembilan,Jelebu,2024-01-01,overall,20-24,overall,3.7
Negeri Sembilan,Jelebu,2024-01-01,overall,25-29,overall,2.9
Negeri Sembilan,Jelebu,2024-01-01,overall,30-34,overall,3.5
Negeri Sembilan,Jelebu,2024-01-01,overall,35-39,overall,3.7
Negeri Sembilan,Jelebu,2024-01-01,overall,40-44,overall,3.3
Negeri Sembilan,Jelebu,2024-01-01,overall,45-49,overall,2.5
Negeri Sembilan,Jelebu,2024-01-01,overall,50-54,overall,2.2
Negeri Sembilan,Jelebu,2024-01-01,overall,55-59,overall,2.1
Negeri Sembilan,Jelebu,2024-01-01,overall,60-64,overall,2.8
Negeri Sembilan,Jelebu,2024-01-01,overall,65-69,overall,1.8
Negeri Sembilan,Jelebu,2024-01-01,overall,70-74,overall,1.5
Negeri Sembilan,Jelebu,2024-01-01,overall,75-79,overall,0.8
Negeri Sembilan,Jelebu,2024-01-01,overall,80-84,overall,0.4
Negeri Sembilan,Jelebu,2024-01-01,overall,85+,overall,0.1
Negeri Sembilan,Jelebu,2024-01-01,male,overall,overall,26.9
Negeri Sembilan,Jelebu,2024-01-01,male,0-4,overall,1.4
Negeri Sembilan,Jelebu,2024-01-01,male,5-9,overall,2.4
Negeri Sembilan,Jelebu,2024-01-01,male,10-14,overall,3.0
Negeri Sembilan,Jelebu,2024-01-01,male,15-19,overall,2.5
Negeri Sembilan,Jelebu,2024-01-01,male,20-24,overall,2.2
Negeri Sembilan,Jelebu,2024-01-01,male,25-29,overall,1.9
Negeri Sembilan,Jelebu,2024-01-01,male,30-34,overall,2.2
Negeri Sembilan,Jelebu,2024-01-01,male,35-39,overall,2.2
Negeri Sembilan,Jelebu,2024-01-01,male,40-44,overall,2.0
Negeri Sembilan,Jelebu,2024-01-01,male,45-49,overall,1.4
Negeri Sembilan,Jelebu,2024-01-01,male,50-54,overall,1.2
Negeri Sembilan,Jelebu,2024-01-01,male,55-59,overall,1.0
Negeri Sembilan,Jelebu,2024-01-01,male,60-64,overall,1.3
Negeri Sembilan,Jelebu,2024-01-01,male,65-69,overall,0.9
Negeri Sembilan,Jelebu,2024-01-01,male,70-74,overall,0.7
Negeri Sembilan,Jelebu,2024-01-01,male,75-79,overall,0.4
Negeri Sembilan,Jelebu,2024-01-01,male,80-84,overall,0.2
Negeri Sembilan,Jelebu,2024-01-01,male,85+,overall,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,overall,overall,21.8
Negeri Sembilan,Jelebu,2024-01-01,female,0-4,overall,1.5
Negeri Sembilan,Jelebu,2024-01-01,female,5-9,overall,2.3
Negeri Sembilan,Jelebu,2024-01-01,female,10-14,overall,2.4
Negeri Sembilan,Jelebu,2024-01-01,female,15-19,overall,1.9
Negeri Sembilan,Jelebu,2024-01-01,female,20-24,overall,1.5
Negeri Sembilan,Jelebu,2024-01-01,female,25-29,overall,1.0
Negeri Sembilan,Jelebu,2024-01-01,female,30-34,overall,1.3
Negeri Sembilan,Jelebu,2024-01-01,female,35-39,overall,1.5
Negeri Sembilan,Jelebu,2024-01-01,female,40-44,overall,1.4
Negeri Sembilan,Jelebu,2024-01-01,female,45-49,overall,1.1
Negeri Sembilan,Jelebu,2024-01-01,female,50-54,overall,1.0
Negeri Sembilan,Jelebu,2024-01-01,female,55-59,overall,1.0
Negeri Sembilan,Jelebu,2024-01-01,female,60-64,overall,1.4
Negeri Sembilan,Jelebu,2024-01-01,female,65-69,overall,0.9
Negeri Sembilan,Jelebu,2024-01-01,female,70-74,overall,0.8
Negeri Sembilan,Jelebu,2024-01-01,female,75-79,overall,0.4
Negeri Sembilan,Jelebu,2024-01-01,female,80-84,overall,0.2
Negeri Sembilan,Jelebu,2024-01-01,female,85+,overall,0.1
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,overall,overall,72.3
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,0-4,overall,4.3
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,5-9,overall,5.7
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,10-14,overall,5.9
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,15-19,overall,5.2
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,20-24,overall,7.7
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,25-29,overall,6.2
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,30-34,overall,7.0
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,35-39,overall,5.7
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,40-44,overall,4.8
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,45-49,overall,3.3
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,50-54,overall,3.2
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,55-59,overall,3.2
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,60-64,overall,3.8
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,65-69,overall,2.7
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,70-74,overall,2.2
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,75-79,overall,1.0
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,80-84,overall,0.5
Negeri Sembilan,Kuala Pilah,2024-01-01,overall,85+,overall,0.1
Negeri Sembilan,Kuala Pilah,2024-01-01,male,overall,overall,37.5
Negeri Sembilan,Kuala Pilah,2024-01-01,male,0-4,overall,2.1
Negeri Sembilan,Kuala Pilah,2024-01-01,male,5-9,overall,3.3
Negeri Sembilan,Kuala Pilah,2024-01-01,male,10-14,overall,3.2
Negeri Sembilan,Kuala Pilah,2024-01-01,male,15-19,overall,2.8
Negeri Sembilan,Kuala Pilah,2024-01-01,male,20-24,overall,3.6
Negeri Sembilan,Kuala Pilah,2024-01-01,male,25-29,overall,3.1
Negeri Sembilan,Kuala Pilah,2024-01-01,male,30-34,overall,4.0
Negeri Sembilan,Kuala Pilah,2024-01-01,male,35-39,overall,3.2
Negeri Sembilan,Kuala Pilah,2024-01-01,male,40-44,overall,2.6
Negeri Sembilan,Kuala Pilah,2024-01-01,male,45-49,overall,1.6
Negeri Sembilan,Kuala Pilah,2024-01-01,male,50-54,overall,1.6
Negeri Sembilan,Kuala Pilah,2024-01-01,male,55-59,overall,1.4
Negeri Sembilan,Kuala Pilah,2024-01-01,male,60-64,overall,1.9
Negeri Sembilan,Kuala Pilah,2024-01-01,male,65-69,overall,1.3
Negeri Sembilan,Kuala Pilah,2024-01-01,male,70-74,overall,1.1
Negeri Sembilan,Kuala Pilah,2024-01-01,male,75-79,overall,0.5
Negeri Sembilan,Kuala Pilah,2024-01-01,male,80-84,overall,0.1
Negeri Sembilan,Kuala Pilah,2024-01-01,male,85+,overall,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,overall,overall,34.8
Negeri Sembilan,Kuala Pilah,2024-01-01,female,0-4,overall,2.2
Negeri Sembilan,Kuala Pilah,2024-01-01,female,5-9,overall,2.4
Negeri Sembilan,Kuala Pilah,2024-01-01,female,10-14,overall,2.7
Negeri Sembilan,Kuala Pilah,2024-01-01,female,15-19,overall,2.4
Negeri Sembilan,Kuala Pilah,2024-01-01,female,20-24,overall,4.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,25-29,overall,3.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,30-34,overall,2.9
Negeri Sembilan,Kuala Pilah,2024-01-01,female,35-39,overall,2.6
Negeri Sembilan,Kuala Pilah,2024-01-01,female,40-44,overall,2.2
Negeri Sembilan,Kuala Pilah,2024-01-01,female,45-49,overall,1.7
Negeri Sembilan,Kuala Pilah,2024-01-01,female,50-54,overall,1.6
Negeri Sembilan,Kuala Pilah,2024-01-01,female,55-59,overall,1.8
Negeri Sembilan,Kuala Pilah,2024-01-01,female,60-64,overall,1.9
Negeri Sembilan,Kuala Pilah,2024-01-01,female,65-69,overall,1.4
Negeri Sembilan,Kuala Pilah,2024-01-01,female,70-74,overall,1.1
Negeri Sembilan,Kuala Pilah,2024-01-01,female,75-79,overall,0.5
Negeri Sembilan,Kuala Pilah,2024-01-01,female,80-84,overall,0.3
Negeri Sembilan,Kuala Pilah,2024-01-01,female,85+,overall,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,overall,overall,135.2
Negeri Sembilan,Port Dickson,2024-01-01,overall,0-4,overall,8.3
Negeri Sembilan,Port Dickson,2024-01-01,overall,5-9,overall,12.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,10-14,overall,11.9
Negeri Sembilan,Port Dickson,2024-01-01,overall,15-19,overall,10.3
Negeri Sembilan,Port Dickson,2024-01-01,overall,20-24,overall,14.4
Negeri Sembilan,Port Dickson,2024-01-01,overall,25-29,overall,11.3
Negeri Sembilan,Port Dickson,2024-01-01,overall,30-34,overall,11.5
Negeri Sembilan,Port Dickson,2024-01-01,overall,35-39,overall,10.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,40-44,overall,8.9
Negeri Sembilan,Port Dickson,2024-01-01,overall,45-49,overall,7.4
Negeri Sembilan,Port Dickson,2024-01-01,overall,50-54,overall,6.8
Negeri Sembilan,Port Dickson,2024-01-01,overall,55-59,overall,5.8
Negeri Sembilan,Port Dickson,2024-01-01,overall,60-64,overall,6.7
Negeri Sembilan,Port Dickson,2024-01-01,overall,65-69,overall,4.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,70-74,overall,2.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,75-79,overall,1.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,80-84,overall,0.6
Negeri Sembilan,Port Dickson,2024-01-01,overall,85+,overall,0.3
Negeri Sembilan,Port Dickson,2024-01-01,male,overall,overall,71.8
Negeri Sembilan,Port Dickson,2024-01-01,male,0-4,overall,4.0
Negeri Sembilan,Port Dickson,2024-01-01,male,5-9,overall,6.2
Negeri Sembilan,Port Dickson,2024-01-01,male,10-14,overall,6.3
Negeri Sembilan,Port Dickson,2024-01-01,male,15-19,overall,5.7
Negeri Sembilan,Port Dickson,2024-01-01,male,20-24,overall,8.3
Negeri Sembilan,Port Dickson,2024-01-01,male,25-29,overall,6.4
Negeri Sembilan,Port Dickson,2024-01-01,male,30-34,overall,6.3
Negeri Sembilan,Port Dickson,2024-01-01,male,35-39,overall,5.7
Negeri Sembilan,Port Dickson,2024-01-01,male,40-44,overall,5.0
Negeri Sembilan,Port Dickson,2024-01-01,male,45-49,overall,3.7
Negeri Sembilan,Port Dickson,2024-01-01,male,50-54,overall,3.6
Negeri Sembilan,Port Dickson,2024-01-01,male,55-59,overall,2.9
Negeri Sembilan,Port Dickson,2024-01-01,male,60-64,overall,3.6
Negeri Sembilan,Port Dickson,2024-01-01,male,65-69,overall,2.0
Negeri Sembilan,Port Dickson,2024-01-01,male,70-74,overall,1.4
Negeri Sembilan,Port Dickson,2024-01-01,male,75-79,overall,0.5
Negeri Sembilan,Port Dickson,2024-01-01,male,80-84,overall,0.2
Negeri Sembilan,Port Dickson,2024-01-01,male,85+,overall,0.1
Negeri Sembilan,Port Dickson,2024-01-01,female,overall,overall,63.4
Negeri Sembilan,Port Dickson,2024-01-01,female,0-4,overall,4.2
Negeri Sembilan,Port Dickson,2024-01-01,female,5-9,overall,6.5
Negeri Sembilan,Port Dickson,2024-01-01,female,10-14,overall,5.6
Negeri Sembilan,Port Dickson,2024-01-01,female,15-19,overall,4.6
Negeri Sembilan,Port Dickson,2024-01-01,female,20-24,overall,6.2
Negeri Sembilan,Port Dickson,2024-01-01,female,25-29,overall,5.0
Negeri Sembilan,Port Dickson,2024-01-01,female,30-34,overall,5.3
Negeri Sembilan,Port Dickson,2024-01-01,female,35-39,overall,5.0
Negeri Sembilan,Port Dickson,2024-01-01,female,40-44,overall,3.9
Negeri Sembilan,Port Dickson,2024-01-01,female,45-49,overall,3.7
Negeri Sembilan,Port Dickson,2024-01-01,female,50-54,overall,3.2
Negeri Sembilan,Port Dickson,2024-01-01,female,55-59,overall,2.9
Negeri Sembilan,Port Dickson,2024-01-01,female,60-64,overall,3.0
Negeri Sembilan,Port Dickson,2024-01-01,female,65-69,overall,2.1
Negeri Sembilan,Port Dickson,2024-01-01,female,70-74,overall,1.2
Negeri Sembilan,Port Dickson,2024-01-01,female,75-79,overall,0.6
Negeri Sembilan,Port Dickson,2024-01-01,female,80-84,overall,0.3
Negeri Sembilan,Port Dickson,2024-01-01,female,85+,overall,0.2
Negeri Sembilan,Rembau,2024-01-01,overall,overall,overall,49.2
Negeri Sembilan,Rembau,2024-01-01,overall,0-4,overall,3.6
Negeri Sembilan,Rembau,2024-01-01,overall,5-9,overall,3.1
Negeri Sembilan,Rembau,2024-01-01,overall,10-14,overall,3.5
Negeri Sembilan,Rembau,2024-01-01,overall,15-19,overall,3.6
Negeri Sembilan,Rembau,2024-01-01,overall,20-24,overall,6.0
Negeri Sembilan,Rembau,2024-01-01,overall,25-29,overall,5.5
Negeri Sembilan,Rembau,2024-01-01,overall,30-34,overall,3.9
Negeri Sembilan,Rembau,2024-01-01,overall,35-39,overall,3.2
Negeri Sembilan,Rembau,2024-01-01,overall,40-44,overall,2.6
Negeri Sembilan,Rembau,2024-01-01,overall,45-49,overall,2.0
Negeri Sembilan,Rembau,2024-01-01,overall,50-54,overall,2.2
Negeri Sembilan,Rembau,2024-01-01,overall,55-59,overall,2.5
Negeri Sembilan,Rembau,2024-01-01,overall,60-64,overall,2.6
Negeri Sembilan,Rembau,2024-01-01,overall,65-69,overall,2.1
Negeri Sembilan,Rembau,2024-01-01,overall,70-74,overall,1.4
Negeri Sembilan,Rembau,2024-01-01,overall,75-79,overall,0.8
Negeri Sembilan,Rembau,2024-01-01,overall,80-84,overall,0.4
Negeri Sembilan,Rembau,2024-01-01,overall,85+,overall,0.2
Negeri Sembilan,Rembau,2024-01-01,male,overall,overall,25.3
Negeri Sembilan,Rembau,2024-01-01,male,0-4,overall,1.8
Negeri Sembilan,Rembau,2024-01-01,male,5-9,overall,1.8
Negeri Sembilan,Rembau,2024-01-01,male,10-14,overall,1.9
Negeri Sembilan,Rembau,2024-01-01,male,15-19,overall,1.9
Negeri Sembilan,Rembau,2024-01-01,male,20-24,overall,2.8
Negeri Sembilan,Rembau,2024-01-01,male,25-29,overall,3.0
Negeri Sembilan,Rembau,2024-01-01,male,30-34,overall,2.4
Negeri Sembilan,Rembau,2024-01-01,male,35-39,overall,1.7
Negeri Sembilan,Rembau,2024-01-01,male,40-44,overall,1.3
Negeri Sembilan,Rembau,2024-01-01,male,45-49,overall,1.0
Negeri Sembilan,Rembau,2024-01-01,male,50-54,overall,1.0
Negeri Sembilan,Rembau,2024-01-01,male,55-59,overall,1.1
Negeri Sembilan,Rembau,2024-01-01,male,60-64,overall,1.2
Negeri Sembilan,Rembau,2024-01-01,male,65-69,overall,1.0
Negeri Sembilan,Rembau,2024-01-01,male,70-74,overall,0.6
Negeri Sembilan,Rembau,2024-01-01,male,75-79,overall,0.3
Negeri Sembilan,Rembau,2024-01-01,male,80-84,overall,0.2
Negeri Sembilan,Rembau,2024-01-01,male,85+,overall,0.1
Negeri Sembilan,Rembau,2024-01-01,female,overall,overall,24.0
Negeri Sembilan,Rembau,2024-01-01,female,0-4,overall,1.8
Negeri Sembilan,Rembau,2024-01-01,female,5-9,overall,1.3
Negeri Sembilan,Rembau,2024-01-01,female,10-14,overall,1.6
Negeri Sembilan,Rembau,2024-01-01,female,15-19,overall,1.7
Negeri Sembilan,Rembau,2024-01-01,female,20-24,overall,3.2
Negeri Sembilan,Rembau,2024-01-01,female,25-29,overall,2.5
Negeri Sembilan,Rembau,2024-01-01,female,30-34,overall,1.5
Negeri Sembilan,Rembau,2024-01-01,female,35-39,overall,1.5
Negeri Sembilan,Rembau,2024-01-01,female,40-44,overall,1.3
Negeri Sembilan,Rembau,2024-01-01,female,45-49,overall,1.0
Negeri Sembilan,Rembau,2024-01-01,female,50-54,overall,1.1
Negeri Sembilan,Rembau,2024-01-01,female,55-59,overall,1.4
Negeri Sembilan,Rembau,2024-01-01,female,60-64,overall,1.3
Negeri Sembilan,Rembau,2024-01-01,female,65-69,overall,1.1
Negeri Sembilan,Rembau,2024-01-01,female,70-74,overall,0.8
Negeri Sembilan,Rembau,2024-01-01,female,75-79,overall,0.4
Negeri Sembilan,Rembau,2024-01-01,female,80-84,overall,0.3
Negeri Sembilan,Rembau,2024-01-01,female,85+,overall,0.2
Negeri Sembilan,Seremban,2024-01-01,overall,overall,overall,712.7
Negeri Sembilan,Seremban,2024-01-01,overall,0-4,overall,42.8
Negeri Sembilan,Seremban,2024-01-01,overall,5-9,overall,59.3
Negeri Sembilan,Seremban,2024-01-01,overall,10-14,overall,64.1
Negeri Sembilan,Seremban,2024-01-01,overall,15-19,overall,50.9
Negeri Sembilan,Seremban,2024-01-01,overall,20-24,overall,64.9
Negeri Sembilan,Seremban,2024-01-01,overall,25-29,overall,60.6
Negeri Sembilan,Seremban,2024-01-01,overall,30-34,overall,66.6
Negeri Sembilan,Seremban,2024-01-01,overall,35-39,overall,64.2
Negeri Sembilan,Seremban,2024-01-01,overall,40-44,overall,56.3
Negeri Sembilan,Seremban,2024-01-01,overall,45-49,overall,42.0
Negeri Sembilan,Seremban,2024-01-01,overall,50-54,overall,33.1
Negeri Sembilan,Seremban,2024-01-01,overall,55-59,overall,27.5
Negeri Sembilan,Seremban,2024-01-01,overall,60-64,overall,31.0
Negeri Sembilan,Seremban,2024-01-01,overall,65-69,overall,19.8
Negeri Sembilan,Seremban,2024-01-01,overall,70-74,overall,15.4
Negeri Sembilan,Seremban,2024-01-01,overall,75-79,overall,8.3
Negeri Sembilan,Seremban,2024-01-01,overall,80-84,overall,4.5
Negeri Sembilan,Seremban,2024-01-01,overall,85+,overall,1.5
Negeri Sembilan,Seremban,2024-01-01,male,overall,overall,366.8
Negeri Sembilan,Seremban,2024-01-01,male,0-4,overall,20.8
Negeri Sembilan,Seremban,2024-01-01,male,5-9,overall,30.8
Negeri Sembilan,Seremban,2024-01-01,male,10-14,overall,33.8
Negeri Sembilan,Seremban,2024-01-01,male,15-19,overall,27.2
Negeri Sembilan,Seremban,2024-01-01,male,20-24,overall,34.0
Negeri Sembilan,Seremban,2024-01-01,male,25-29,overall,31.3
Negeri Sembilan,Seremban,2024-01-01,male,30-34,overall,36.6
Negeri Sembilan,Seremban,2024-01-01,male,35-39,overall,34.0
Negeri Sembilan,Seremban,2024-01-01,male,40-44,overall,29.5
Negeri Sembilan,Seremban,2024-01-01,male,45-49,overall,20.8
Negeri Sembilan,Seremban,2024-01-01,male,50-54,overall,16.4
Negeri Sembilan,Seremban,2024-01-01,male,55-59,overall,12.9
Negeri Sembilan,Seremban,2024-01-01,male,60-64,overall,15.3
Negeri Sembilan,Seremban,2024-01-01,male,65-69,overall,9.4
Negeri Sembilan,Seremban,2024-01-01,male,70-74,overall,7.3
Negeri Sembilan,Seremban,2024-01-01,male,75-79,overall,3.9
Negeri Sembilan,Seremban,2024-01-01,male,80-84,overall,2.1
Negeri Sembilan,Seremban,2024-01-01,male,85+,overall,0.7
Negeri Sembilan,Seremban,2024-01-01,female,overall,overall,345.9
Negeri Sembilan,Seremban,2024-01-01,female,0-4,overall,22.0
Negeri Sembilan,Seremban,2024-01-01,female,5-9,overall,28.5
Negeri Sembilan,Seremban,2024-01-01,female,10-14,overall,30.2
Negeri Sembilan,Seremban,2024-01-01,female,15-19,overall,23.7
Negeri Sembilan,Seremban,2024-01-01,female,20-24,overall,30.9
Negeri Sembilan,Seremban,2024-01-01,female,25-29,overall,29.3
Negeri Sembilan,Seremban,2024-01-01,female,30-34,overall,30.0
Negeri Sembilan,Seremban,2024-01-01,female,35-39,overall,30.3
Negeri Sembilan,Seremban,2024-01-01,female,40-44,overall,26.8
Negeri Sembilan,Seremban,2024-01-01,female,45-49,overall,21.2
Negeri Sembilan,Seremban,2024-01-01,female,50-54,overall,16.7
Negeri Sembilan,Seremban,2024-01-01,female,55-59,overall,14.6
Negeri Sembilan,Seremban,2024-01-01,female,60-64,overall,15.7
Negeri Sembilan,Seremban,2024-01-01,female,65-69,overall,10.4
Negeri Sembilan,Seremban,2024-01-01,female,70-74,overall,8.1
Negeri Sembilan,Seremban,2024-01-01,female,75-79,overall,4.4
Negeri Sembilan,Seremban,2024-01-01,female,80-84,overall,2.3
Negeri Sembilan,Seremban,2024-01-01,female,85+,overall,0.7
Negeri Sembilan,Tampin,2024-01-01,overall,overall,overall,90.6
Negeri Sembilan,Tampin,2024-01-01,overall,0-4,overall,5.9
Negeri Sembilan,Tampin,2024-01-01,overall,5-9,overall,8.1
Negeri Sembilan,Tampin,2024-01-01,overall,10-14,overall,8.8
Negeri Sembilan,Tampin,2024-01-01,overall,15-19,overall,8.9
Negeri Sembilan,Tampin,2024-01-01,overall,20-24,overall,6.1
Negeri Sembilan,Tampin,2024-01-01,overall,25-29,overall,5.2
Negeri Sembilan,Tampin,2024-01-01,overall,30-34,overall,7.4
Negeri Sembilan,Tampin,2024-01-01,overall,35-39,overall,8.7
Negeri Sembilan,Tampin,2024-01-01,overall,40-44,overall,6.4
Negeri Sembilan,Tampin,2024-01-01,overall,45-49,overall,4.8
Negeri Sembilan,Tampin,2024-01-01,overall,50-54,overall,4.3
Negeri Sembilan,Tampin,2024-01-01,overall,55-59,overall,3.7
Negeri Sembilan,Tampin,2024-01-01,overall,60-64,overall,4.3
Negeri Sembilan,Tampin,2024-01-01,overall,65-69,overall,3.3
Negeri Sembilan,Tampin,2024-01-01,overall,70-74,overall,2.4
Negeri Sembilan,Tampin,2024-01-01,overall,75-79,overall,1.3
Negeri Sembilan,Tampin,2024-01-01,overall,80-84,overall,0.6
Negeri Sembilan,Tampin,2024-01-01,overall,85+,overall,0.3
Negeri Sembilan,Tampin,2024-01-01,male,overall,overall,48.2
Negeri Sembilan,Tampin,2024-01-01,male,0-4,overall,2.8
Negeri Sembilan,Tampin,2024-01-01,male,5-9,overall,4.3
Negeri Sembilan,Tampin,2024-01-01,male,10-14,overall,4.5
Negeri Sembilan,Tampin,2024-01-01,male,15-19,overall,4.4
Negeri Sembilan,Tampin,2024-01-01,male,20-24,overall,3.3
Negeri Sembilan,Tampin,2024-01-01,male,25-29,overall,3.1
Negeri Sembilan,Tampin,2024-01-01,male,30-34,overall,4.4
Negeri Sembilan,Tampin,2024-01-01,male,35-39,overall,5.6
Negeri Sembilan,Tampin,2024-01-01,male,40-44,overall,3.8
Negeri Sembilan,Tampin,2024-01-01,male,45-49,overall,2.4
Negeri Sembilan,Tampin,2024-01-01,male,50-54,overall,2.1
Negeri Sembilan,Tampin,2024-01-01,male,55-59,overall,1.7
Negeri Sembilan,Tampin,2024-01-01,male,60-64,overall,2.2
Negeri Sembilan,Tampin,2024-01-01,male,65-69,overall,1.5
Negeri Sembilan,Tampin,2024-01-01,male,70-74,overall,1.1
Negeri Sembilan,Tampin,2024-01-01,male,75-79,overall,0.6
Negeri Sembilan,Tampin,2024-01-01,male,80-84,overall,0.3
Negeri Sembilan,Tampin,2024-01-01,male,85+,overall,0.2
Negeri Sembilan,Tampin,2024-01-01,female,overall,overall,42.5
Negeri Sembilan,Tampin,2024-01-01,female,0-4,overall,3.1
Negeri Sembilan,Tampin,2024-01-01,female,5-9,overall,3.8
Negeri Sembilan,Tampin,2024-01-01,female,10-14,overall,4.3
Negeri Sembilan,Tampin,2024-01-01,female,15-19,overall,4.5
Negeri Sembilan,Tampin,2024-01-01,female,20-24,overall,2.7
Negeri Sembilan,Tampin,2024-01-01,female,25-29,overall,2.1
Negeri Sembilan,Tampin,2024-01-01,female,30-34,overall,3.0
Negeri Sembilan,Tampin,2024-01-01,female,35-39,overall,3.2
Negeri Sembilan,Tampin,2024-01-01,female,40-44,overall,2.7
Negeri Sembilan,Tampin,2024-01-01,female,45-49,overall,2.4
Negeri Sembilan,Tampin,2024-01-01,female,50-54,overall,2.2
Negeri Sembilan,Tampin,2024-01-01,female,55-59,overall,2.1
Negeri Sembilan,Tampin,2024-01-01,female,60-64,overall,2.2
Negeri Sembilan,Tampin,2024-01-01,female,65-69,overall,1.8
Negeri Sembilan,Tampin,2024-01-01,female,70-74,overall,1.2
Negeri Sembilan,Tampin,2024-01-01,female,75-79,overall,0.7
Negeri Sembilan,Tampin,2024-01-01,female,80-84,overall,0.3
Negeri Sembilan,Tampin,2024-01-01,female,85+,overall,0.2
Negeri Sembilan,Jempol,2024-01-01,overall,overall,overall,131.3
Negeri Sembilan,Jempol,2024-01-01,overall,0-4,overall,9.0
Negeri Sembilan,Jempol,2024-01-01,overall,5-9,overall,12.3
Negeri Sembilan,Jempol,2024-01-01,overall,10-14,overall,12.5
Negeri Sembilan,Jempol,2024-01-01,overall,15-19,overall,10.7
Negeri Sembilan,Jempol,2024-01-01,overall,20-24,overall,9.3
Negeri Sembilan,Jempol,2024-01-01,overall,25-29,overall,7.6
Negeri Sembilan,Jempol,2024-01-01,overall,30-34,overall,11.2
Negeri Sembilan,Jempol,2024-01-01,overall,35-39,overall,10.7
Negeri Sembilan,Jempol,2024-01-01,overall,40-44,overall,9.2
Negeri Sembilan,Jempol,2024-01-01,overall,45-49,overall,6.8
Negeri Sembilan,Jempol,2024-01-01,overall,50-54,overall,5.6
Negeri Sembilan,Jempol,2024-01-01,overall,55-59,overall,6.4
Negeri Sembilan,Jempol,2024-01-01,overall,60-64,overall,6.8
Negeri Sembilan,Jempol,2024-01-01,overall,65-69,overall,5.9
Negeri Sembilan,Jempol,2024-01-01,overall,70-74,overall,4.6
Negeri Sembilan,Jempol,2024-01-01,overall,75-79,overall,1.9
Negeri Sembilan,Jempol,2024-01-01,overall,80-84,overall,0.7
Negeri Sembilan,Jempol,2024-01-01,overall,85+,overall,0.1
Negeri Sembilan,Jempol,2024-01-01,male,overall,overall,68.0
Negeri Sembilan,Jempol,2024-01-01,male,0-4,overall,4.4
Negeri Sembilan,Jempol,2024-01-01,male,5-9,overall,6.2
Negeri Sembilan,Jempol,2024-01-01,male,10-14,overall,6.3
Negeri Sembilan,Jempol,2024-01-01,male,15-19,overall,5.6
Negeri Sembilan,Jempol,2024-01-01,male,20-24,overall,4.8
Negeri Sembilan,Jempol,2024-01-01,male,25-29,overall,4.2
Negeri Sembilan,Jempol,2024-01-01,male,30-34,overall,6.4
Negeri Sembilan,Jempol,2024-01-01,male,35-39,overall,5.9
Negeri Sembilan,Jempol,2024-01-01,male,40-44,overall,5.0
Negeri Sembilan,Jempol,2024-01-01,male,45-49,overall,3.6
Negeri Sembilan,Jempol,2024-01-01,male,50-54,overall,2.9
Negeri Sembilan,Jempol,2024-01-01,male,55-59,overall,3.0
Negeri Sembilan,Jempol,2024-01-01,male,60-64,overall,3.1
Negeri Sembilan,Jempol,2024-01-01,male,65-69,overall,2.7
Negeri Sembilan,Jempol,2024-01-01,male,70-74,overall,2.3
Negeri Sembilan,Jempol,2024-01-01,male,75-79,overall,1.1
Negeri Sembilan,Jempol,2024-01-01,male,80-84,overall,0.4
Negeri Sembilan,Jempol,2024-01-01,male,85+,overall,0.0
Negeri Sembilan,Jempol,2024-01-01,female,overall,overall,63.3
Negeri Sembilan,Jempol,2024-01-01,female,0-4,overall,4.6
Negeri Sembilan,Jempol,2024-01-01,female,5-9,overall,6.1
Negeri Sembilan,Jempol,2024-01-01,female,10-14,overall,6.2
Negeri Sembilan,Jempol,2024-01-01,female,15-19,overall,5.1
