state,district,date,sex,age,ethnicity,population
Negeri Sembilan,Kuala Pilah,2024-01-01,female,20-24,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,25-29,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,30-34,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,35-39,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,40-44,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,45-49,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,50-54,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,55-59,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,60-64,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,65-69,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,70-74,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,75-79,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,80-84,other_citizen,0.0
Negeri Sembilan,Kuala Pilah,2024-01-01,female,85+,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,overall,other_citizen,0.8
Negeri Sembilan,Port Dickson,2024-01-01,overall,0-4,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,5-9,other_citizen,0.2
Negeri Sembilan,Port Dickson,2024-01-01,overall,10-14,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,15-19,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,20-24,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,25-29,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,30-34,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,overall,35-39,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,40-44,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,45-49,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,50-54,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,55-59,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,60-64,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,65-69,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,70-74,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,75-79,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,80-84,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,overall,85+,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,overall,other_citizen,0.3
Negeri Sembilan,Port Dickson,2024-01-01,male,0-4,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,5-9,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,10-14,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,15-19,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,20-24,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,25-29,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,30-34,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,35-39,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,40-44,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,45-49,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,50-54,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,55-59,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,60-64,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,65-69,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,70-74,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,75-79,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,80-84,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,male,85+,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,overall,other_citizen,0.5
Negeri Sembilan,Port Dickson,2024-01-01,female,0-4,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,5-9,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,female,10-14,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,female,15-19,other_citizen,0.1
Negeri Sembilan,Port Dickson,2024-01-01,female,20-24,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,25-29,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,30-34,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,35-39,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,40-44,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,45-49,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,50-54,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,55-59,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,60-64,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,65-69,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,70-74,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,75-79,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,80-84,other_citizen,0.0
Negeri Sembilan,Port Dickson,2024-01-01,female,85+,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,overall,other_citizen,0.1
Negeri Sembilan,Rembau,2024-01-01,overall,0-4,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,5-9,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,10-14,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,15-19,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,20-24,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,25-29,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,30-34,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,35-39,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,40-44,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,45-49,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,50-54,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,55-59,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,60-64,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,65-69,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,70-74,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,75-79,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,80-84,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,overall,85+,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,overall,other_citizen,0.1
Negeri Sembilan,Rembau,2024-01-01,male,0-4,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,5-9,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,10-14,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,15-19,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,20-24,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,25-29,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,30-34,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,35-39,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,40-44,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,45-49,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,50-54,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,55-59,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,60-64,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,65-69,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,70-74,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,75-79,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,80-84,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,male,85+,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,overall,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,0-4,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,5-9,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,10-14,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,15-19,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,20-24,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,25-29,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,30-34,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,35-39,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,40-44,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,45-49,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,50-54,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,55-59,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,60-64,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,65-69,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,70-74,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,75-79,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,80-84,other_citizen,0.0
Negeri Sembilan,Rembau,2024-01-01,female,85+,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,overall,overall,other_citizen,3.9
Negeri Sembilan,Seremban,2024-01-01,overall,0-4,other_citizen,0.3
Negeri Sembilan,Seremban,2024-01-01,overall,5-9,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,overall,10-14,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,overall,15-19,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,overall,20-24,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,overall,25-29,other_citizen,0.4
Negeri Sembilan,Seremban,2024-01-01,overall,30-34,other_citizen,0.6
Negeri Sembilan,Seremban,2024-01-01,overall,35-39,other_citizen,0.5
Negeri Sembilan,Seremban,2024-01-01,overall,40-44,other_citizen,0.4
Negeri Sembilan,Seremban,2024-01-01,overall,45-49,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,overall,50-54,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,overall,55-59,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,overall,60-64,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,overall,65-69,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,overall,70-74,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,overall,75-79,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,overall,80-84,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,overall,85+,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,male,overall,other_citizen,2.4
Negeri Sembilan,Seremban,2024-01-01,male,0-4,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,male,5-9,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,10-14,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,15-19,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,20-24,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,25-29,other_citizen,0.3
Negeri Sembilan,Seremban,2024-01-01,male,30-34,other_citizen,0.4
Negeri Sembilan,Seremban,2024-01-01,male,35-39,other_citizen,0.3
Negeri Sembilan,Seremban,2024-01-01,male,40-44,other_citizen,0.3
Negeri Sembilan,Seremban,2024-01-01,male,45-49,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,50-54,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,55-59,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,60-64,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,65-69,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,male,70-74,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,male,75-79,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,male,80-84,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,male,85+,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,female,overall,other_citizen,1.5
Negeri Sembilan,Seremban,2024-01-01,female,0-4,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,5-9,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,10-14,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,15-19,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,20-24,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,25-29,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,30-34,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,35-39,other_citizen,0.2
Negeri Sembilan,Seremban,2024-01-01,female,40-44,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,45-49,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,50-54,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,55-59,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,60-64,other_citizen,0.1
Negeri Sembilan,Seremban,2024-01-01,female,65-69,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,female,70-74,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,female,75-79,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,female,80-84,other_citizen,0.0
Negeri Sembilan,Seremban,2024-01-01,female,85+,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,overall,other_citizen,0.2
Negeri Sembilan,Tampin,2024-01-01,overall,0-4,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,5-9,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,10-14,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,15-19,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,20-24,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,25-29,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,30-34,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,35-39,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,40-44,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,45-49,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,50-54,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,55-59,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,60-64,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,65-69,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,70-74,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,75-79,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,80-84,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,overall,85+,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,overall,other_citizen,0.1
Negeri Sembilan,Tampin,2024-01-01,male,0-4,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,5-9,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,10-14,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,15-19,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,20-24,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,25-29,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,30-34,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,35-39,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,40-44,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,45-49,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,50-54,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,55-59,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,60-64,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,65-69,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,70-74,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,75-79,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,80-84,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,male,85+,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,overall,other_citizen,0.1
Negeri Sembilan,Tampin,2024-01-01,female,0-4,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,5-9,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,10-14,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,15-19,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,20-24,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,25-29,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,30-34,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,35-39,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,40-44,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,45-49,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,50-54,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,55-59,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,60-64,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,65-69,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,70-74,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,75-79,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,80-84,other_citizen,0.0
Negeri Sembilan,Tampin,2024-01-01,female,85+,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,overall,other_citizen,0.5
Negeri Sembilan,Jempol,2024-01-01,overall,0-4,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,5-9,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,10-14,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,15-19,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,20-24,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,25-29,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,30-34,other_citizen,0.1
Negeri Sembilan,Jempol,2024-01-01,overall,35-39,other_citizen,0.1
Negeri Sembilan,Jempol,2024-01-01,overall,40-44,other_citizen,0.1
Negeri Sembilan,Jempol,2024-01-01,overall,45-49,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,50-54,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,55-59,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,60-64,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,65-69,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,70-74,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,75-79,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,80-84,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,overall,85+,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,overall,other_citizen,0.4
Negeri Sembilan,Jempol,2024-01-01,male,0-4,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,5-9,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,10-14,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,15-19,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,20-24,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,25-29,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,30-34,other_citizen,0.1
Negeri Sembilan,Jempol,2024-01-01,male,35-39,other_citizen,0.1
Negeri Sembilan,Jempol,2024-01-01,male,40-44,other_citizen,0.1
Negeri Sembilan,Jempol,2024-01-01,male,45-49,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,50-54,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,55-59,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,60-64,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,65-69,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,70-74,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,75-79,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,80-84,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,male,85+,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,overall,other_citizen,0.1
Negeri Sembilan,Jempol,2024-01-01,female,0-4,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,5-9,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,10-14,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,15-19,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,20-24,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,25-29,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,30-34,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,35-39,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,40-44,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,45-49,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,50-54,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,55-59,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,60-64,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,65-69,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,70-74,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,75-79,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,80-84,other_citizen,0.0
Negeri Sembilan,Jempol,2024-01-01,female,85+,other_citizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,overall,overall,other_noncitizen,4.9
Negeri Sembilan,Jelebu,2024-01-01,overall,0-4,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,overall,5-9,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,overall,10-14,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,overall,15-19,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,overall,20-24,other_noncitizen,0.5
Negeri Sembilan,Jelebu,2024-01-01,overall,25-29,other_noncitizen,1.0
Negeri Sembilan,Jelebu,2024-01-01,overall,30-34,other_noncitizen,0.9
Negeri Sembilan,Jelebu,2024-01-01,overall,35-39,other_noncitizen,1.0
Negeri Sembilan,Jelebu,2024-01-01,overall,40-44,other_noncitizen,0.5
Negeri Sembilan,Jelebu,2024-01-01,overall,45-49,other_noncitizen,0.3
Negeri Sembilan,Jelebu,2024-01-01,overall,50-54,other_noncitizen,0.2
Negeri Sembilan,Jelebu,2024-01-01,overall,55-59,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,overall,60-64,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,overall,65-69,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,overall,70-74,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,overall,75-79,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,overall,80-84,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,overall,85+,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,male,overall,other_noncitizen,4.1
Negeri Sembilan,Jelebu,2024-01-01,male,0-4,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,male,5-9,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,male,10-14,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,male,15-19,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,male,20-24,other_noncitizen,0.4
Negeri Sembilan,Jelebu,2024-01-01,male,25-29,other_noncitizen,0.9
Negeri Sembilan,Jelebu,2024-01-01,male,30-34,other_noncitizen,0.8
Negeri Sembilan,Jelebu,2024-01-01,male,35-39,other_noncitizen,0.8
Negeri Sembilan,Jelebu,2024-01-01,male,40-44,other_noncitizen,0.5
Negeri Sembilan,Jelebu,2024-01-01,male,45-49,other_noncitizen,0.3
Negeri Sembilan,Jelebu,2024-01-01,male,50-54,other_noncitizen,0.2
Negeri Sembilan,Jelebu,2024-01-01,male,55-59,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,male,60-64,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,male,65-69,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,male,70-74,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,male,75-79,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,male,80-84,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,male,85+,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,overall,other_noncitizen,0.8
Negeri Sembilan,Jelebu,2024-01-01,female,0-4,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,5-9,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,10-14,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,15-19,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,20-24,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,female,25-29,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,female,30-34,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,female,35-39,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,female,40-44,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,female,45-49,other_noncitizen,0.1
Negeri Sembilan,Jelebu,2024-01-01,female,50-54,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,55-59,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,60-64,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,65-69,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,70-74,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,75-79,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,80-84,other_noncitizen,0.0
Negeri Sembilan,Jelebu,2024-01-01,female,85+,other_noncitizen,0.0
